x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499,x500
nor,28,49,6,1,7,26,3,1,47,6,36,4,2,13,5,6,26,3,1,6,5,2,3,6,49,5,4,6,5,6,2,3,22,6,5,7,2,3,4,4,4,1,6,14,26,6,1,14,26,11,2,4,49,3,39,4,22,23,34,2,3,23,23,3,14,3,7,14,22,4,2,26,3,29,42,43,3,4,6,1,34,6,2,3,15,3,11,3,13,2,26,3,3,1,2,6,3,1,4,46,2,1,3,3,1,23,23,2,28,13,6,2,14,49,6,5,30,1,3,14,15,6,1,16,6,3,30,2,7,3,15,6,11,6,5,2,13,11,3,15,12,4,6,2,15,30,15,1,30,1,2,23,6,47,26,15,4,30,4,14,49,45,4,18,45,1,4,3,11,6,5,30,2,6,3,30,26,1,5,8,2,5,1,4,7,34,9,4,6,44,2,28,11,6,2,3,18,16,5,3,33,7,44,29,2,6,3,6,5,3,17,2,28,49,14,9,39,5,47,14,6,17,23,7,5,2,44,17,39,6,3,17,34,1,4,45,4,2,13,6,11,13,6,7,5,6,2,44,49,3,16,26,2,28,13,14,15,26,1,6,4,2,13,6,8,5,2,3,23,6,3,14,13,22,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,4,3,3,1,2,21,26,6,7,3,36,2,47,26,2,3,6,13,2,28,3,34,3,39,11,2,28,14,5,6,13,47,2,3,23,1,3,39,6,2,13,4,26,6,2,7,3,4,2,28,5,6,2,3,13,36,11,2,4,6,2,5,6,6,13,17,2,13,3,16,40,26,6,3,15,4,3,3,3,1,2,5,6,14,2,28,3,6,3,14,4,1,14,18,4,3,4,1,6,2,3,22,4,4,3,4,3,29,4,34,45,2,3,18,3,14,2,4,47,7,39,4,46,2,6,2,28,6,5,6,5,34,6,13,4,7,2,13,16,6,2,13,6,14,6,17,4,49,29,2,2,3,14,2,14,2,47,37,2,3,15,2,14,6,15,2,26,14,11,6,2,22,13,4,11,5,6,3,2,3,3,26,11,2,13,6,7,2,14,4,14,6,17,3,6,5,6,3,2,3,43,3,14,6,6,2,6,3,6,13,2,3,9,4,2,3,6,4,14,2,3,6,39,27,1,27,11,6,4,6,2,9,4,13,6,5,3,9,4,2,3,26,7,3,6,7,14,37,2,28,7,5,1,14,2,1,3,5,3,15,17,2,28,26,3,3,15,2,13,13,4,38,15,2,13,6,2,13,6,13,2,2,3,6,2,2,23,7,4,6,2,49,2,1,39,23,11,2,17,7,26,6,2,13,14,5,39,11,3,6,2,3,26,29,2,26,3,1,6,13,17,2,14,7,5,3,17,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,22,26,5,2,22,26,2,22,6,2,15,26,2,6,13,7,2,28,27,27,2,15,7,26,7,5,30,2,15,2,7,1,6,3,5,13,7,26,2,28,7,3,7,14,2,28,13,22,2,3,49,6,5,6,2,2,1,7,6,6,3,5,23,7,2,49,6,26,6,8,13,22,7,5,17,7,11,6,2,28,5,6,7,3,1,14,4,2,13,6,3,26,3,15,5,30,42,13,7,1,14,15,49,6,2,2,28,3,3,4,2,22,3,8,4,3,3,42,26,6,2,6,31,7,3,16,37,5,2,3,1,26,3,6,39,2,28,3,2,17,13,6,15,16,7,49,6,2,22,3,1,3,1,26,3,3,2,28,5,3,42,26,44,26,3,3,26,2,28,2,28,4,17,3,1,14,4,21,16,6,2,2,3,7,3,39,14,34,6,3,1,6,3,2,3,17,3,6,5,3,2,28,26,3,3,3,4,6,5,1,23,2,1,36,3,3,6,2,28,11,3,5,22,23,2,6,22,13,2,10,39,7,4,3,38,6,13,17,2,13,3,2,6,1,6,3,12,14,22,18,2,2,28,3,26,2,3,42,26,6,3,22,4,2,6,26,6,3,14,4,37,36,6,1,6,30,1,6,1,6,14,15,26,5,6,3,2,4,7,5,2,4,14,2,28,13,6,30,3,14,6,7,3,3,14,27,3,27,3,14,6,26,7,1,3,2,26,13,3,3,7,5,47,2,7,4,6,2,28,5,6,1,3,9,6,14,3,2,3,4,3,33,2,28,13,17,6,16,6,3,33,6,26,3,2,3,3,26,6,2,26,4,1,2,14,3,3,11,3,18,2,5,6,18,3,4,3,1,30,15,49,14,39,2,15,2,18,3,6,5,26,7,3,6,5,7,26,7,3,2,6,2,15,6,1,3,27,2,27,6,5,7,5,30,23,7,26,26,6,3,6,42,22,23,7,13,1,2,5,1,13,7,3,26,6,2,15,4,13,7,26,3,14,2,3,6,42,7,26,4,26,3,1,4,2,1,26,6,39,26,6,2,7,39,6,2,6,30,18,7,26,7,3,3,7,5,47,6,5,42,5,2,6,29,3,22,42,11,3,2,26,3,33,9,4,22,9,4,22,2
nor,13,7,2,28,5,12,13,22,13,2,6,5,6,4,49,3,3,3,1,8,3,7,14,8,13,44,3,8,4,4,14,2,6,5,6,26,49,3,3,5,11,6,26,1,1,3,2,49,7,26,3,10,15,37,2,28,5,6,26,3,3,3,3,1,2,7,26,3,6,5,26,3,4,5,6,26,6,5,6,26,2,26,14,22,7,5,43,22,29,5,14,18,4,7,44,5,7,3,29,13,28,6,4,3,4,6,5,1,2,6,7,3,26,23,44,5,2,3,1,26,5,43,2,3,6,26,5,3,23,11,1,11,2,5,4,3,6,22,4,3,14,30,1,2,22,13,6,5,44,26,7,1,14,26,6,3,16,5,3,1,2,22,13,6,14,13,1,2,13,2,47,3,14,3,26,1,3,1,1,26,6,5,2,28,26,6,11,7,29,3,1,6,1,6,49,2,28,10,11,3,12,6,25,25,3,2,6,49,3,22,4,6,22,13,4,12,3,6,4,29,49,6,6,5,2,13,14,47,6,4,6,26,1,2,3,3,33,17,23,2,3,6,18,2,17,4,6,26,3,26,6,5,6,26,6,3,7,26,6,5,2,6,4,3,3,13,9,4,49,7,2,26,3,3,3,3,1,6,3,6,5,9,2,5,15,16,6,5,3,6,5,6,5,3,16,14,22,7,5,45,2,13,7,5,1,3,6,5,1,6,26,45,2,22,13,23,39,33,4,16,2,6,3,26,3,6,5,6,5,37,4,46,2,13,5,7,7,14,11,2,3,13,44,7,25,17,19,25,3,26,3,13,37,6,5,6,1,2,6,3,26,13,11,31,3,5,31,2,28,13,14,2,3,30,15,4,6,3,6,1,5,3,1,26,1,6,2,28,13,3,5,31,21,11,8,3,11,42,9,4,31,2,5,14,13,3,22,17,4,6,5,40,2,3,5,3,22,26,1,6,2,3,3,22,2,23,23,14,6,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,4,6,26,6,3,6,5,2,7,3,4,22,4,1,11,6,16,2,22,4,3,3,26,7,6,5,1,2,17,5,3,16,4,43,26,2,3,5,7,16,3,44,3,4,7,2,3,13,4,27,7,27,26,4,44,3,4,26,2,17,7,3,2,7,3,7,3,2,7,2,4,16,2,4,1,4,3,2,2,6,2,28,16,7,12,15,2,4,16,3,4,16,6,2,6,17,40,21,2,28,7,3,2,7,1,5,6,3,1,22,14,7,29,2,28,14,38,17,4,6,5,3,6,5,3,2,3,3,14,7,42,6,5,6,2,11,4,3,2,3,3,2,2,3,33,3,2,14,17,2,28,14,13,5,14,3,2,4,2,3,2,26,3,3,4,2,14,7,2,7,3,2,3,2,13,11,2,5,3,2,13,11,6,3,42,4,44,2,6,42,3,2,6,2,6,5,7,16,26,2,6,4,4,2,7,1,3,2,4,26,7,3,17,44,3,2,4,1,44,2,34,4,3,7,13,6,5,3,6,3,14,4,42,46,29,42,42,22,49,2,3,3,14,15,26,2,26,26,26,7,7,2,3,1,7,5,26,11,3,7,49,5,2,6,11,6,5,1,13,4,6,2,2,3,26,4,2,13,7,1,13,5,26,6,3,7,2,4,5,23,3,42,2,7,3,33,37,14,3,2,3,5,16,3,2,5,2,3,13,34,4,26,2,6,42,3,17,6,2,7,7,1,4,26,3,3,42,26,26,23,4,6,2,4,2,4,16,3,39,7,3,2,39,26,16,46,1,5,2,2,2,4,26,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,13,6,14,1,18,4,30,49,6,5,45,1,14,15,4,40,2,1,39,23,29,5,40,26,5,1,3,1,2,13,7,11,30,3,23,1,5,6,5,2,30,14,1,13,1,14,4,2,14,18,4,1,6,2,7,6,6,13,7,1,44,3,2,1,11,3,23,23,9,4,2,7,13,26,6,3,26,45,49,6,1,2,6,14,23,23,7,23,7,5,3,22,13,6,3,3,14,6,5,11,5,5,6,2,3,5,5,26,6,5,3,16,1,4,6,2,6,26,3,17,3,4,6,5,13,3,13,7,16,26,7,5,14,2,5,39,3,1,47,45,3,33,39,4,5,2,4,3,6,5,7,5,6,2,5,16,5,1,2,4,4,1,2,1,4,11,3,6,1,6,2,26,3,1,7,5,16,6,5,2,3,26,16,1,5,5,6,5,6,3,1,6,2,3,3,1,3,4,3,1,4,6,26,1,5,30,23,4,1,6,2,5,13,6,5,5,2,4,14,3,7,11,6,2,6,36,4,5,1,4,2,13,7,5,1,3,26,38,6,5,1,15,2,3,3,28,3,3,6,5,3,1,6,3,13,44,26,1,2,6,6,5,26,26,1,14,7,3,3,1,39,26,2,28,4,3,26,1,16,2,1,26,18,23,7,11,6,5,2,13,2,3,3,6,5,26,6,11,26,6,7,3,22,11,4,4,34,13,26,6,1,34,13,2,3,26,3,23,3,7,26,1,1,3,26,5,6,26,6,2,26,3,26,44,5,7,44,5,2,3,6,4,6,5,6,2,28,13,44,3,3,3,5,6,2,28,4,14,26,2,2,3,15,4,1,16,6,26,2,28,6,39,23,2,1,5,26,2,3,7,5,26,30,2,26,4,6,2,28,23,26,2,4,7,3,21,17,26,7,6,2,2,28,23,2,3,6,14,39,4,1,6,4,1,2,3,14,3,28,2,2,5,6,5,1,26,3,1,6,13,2,3,26,3,26,6,5,3,7,2,28,5,26,5,2,7,3,39,26,6,2,28,5,6,7,23,23,4,3,23,2,4,26,23,6,2,3,3,23,6,5,2,26,23,6,4,5,2,5,6,26,6,11,3,4,6,2,3,3,42,6,2,6,3,6,3,44,2,6,5
nor,28,5,14,39,49,6,13,4,6,5,3,23,2,6,7,26,6,5,26,6,5,44,2,27,5,27,20,5,6,42,47,6,5,6,20,2,3,11,3,4,6,4,41,16,2,28,26,6,1,26,14,36,1,45,2,28,3,5,3,23,6,2,22,13,14,6,4,6,2,17,8,14,13,49,6,27,4,2,13,17,6,14,31,1,13,16,8,20,3,14,31,37,1,37,27,28,5,3,22,13,3,4,2,26,6,3,7,3,7,5,2,3,6,42,6,4,2,11,16,5,2,3,42,6,5,7,16,7,5,3,49,14,27,4,3,1,3,1,26,37,14,16,6,42,20,1,3,3,4,6,5,2,27,20,14,42,20,14,4,6,5,26,6,2,7,14,17,23,2,23,6,5,6,2,22,3,3,14,6,23,7,30,6,16,7,4,6,1,4,6,2,1,44,2,23,23,4,2,28,3,22,49,6,5,6,6,3,4,7,5,14,17,6,5,27,12,6,3,4,22,3,12,39,46,3,12,15,4,45,2,27,3,23,6,5,3,2,3,22,13,5,29,46,4,3,2,27,6,36,5,6,5,6,1,4,2,28,14,6,7,3,5,6,5,6,2,23,26,44,29,3,42,4,6,5,6,7,5,1,14,5,20,23,6,16,45,20,26,2,3,3,2,3,3,18,12,1,40,26,19,2,27,7,5,7,5,6,5,44,29,22,14,6,1,4,1,3,11,3,4,3,14,17,44,1,6,4,6,5,6,2,14,7,6,5,6,39,4,6,14,6,5,22,3,7,5,3,6,4,6,5,3,14,7,5,4,11,2,26,29,26,6,5,3,6,23,6,5,6,6,5,2,28,6,5,1,23,7,2,28,5,36,2,7,42,1,39,4,3,5,3,7,11,1,4,1,22,1,4,47,7,2,6,5,4,14,45,1,6,5,4,14,6,3,17,2,2,6,5,44,1,2,7,3,26,7,5,3,27,17,3,1,17,2,27,3,1,45,4,46,49,2,28,3,22,26,3,2,28,5,3,11,37,14,22,47,6,5,6,3,17,3,2,6,4,6,5,3,14,22,2,5,26,6,3,33,22,7,5,3,7,5,36,3,4,3,1,2,7,6,5,4,4,3,1,17,4,2,6,6
nor,3,28,24,12,5,13,44,24,12,5,2,15,2,19,12,12,3,4,19,3,33,12,15,2,3,3,29,2,24,5,14,3,26,24,12,15,2,4,3,3,1,36,12,2,19,38,7,5,26,24,2,3,12,19,12,47,6,5,5,6,29,12,2,5,19,44,4,6,5,3,4,6,14,6,5,19,12,4,2,36,4,3,12,3,1,3,33,14,12,1,12,4,22,2,12,2,34,49,1,29,1,40,3,12,2,19,1,2,12,12,3,12,21,2,30,17,4,12,5,6,3,19,2,1,40,12,1,1,38,15,4,2,1,4,3,12,2,37,3,21,17,5,19,2,19,46,2,23,12,18,3,6,4,2,48,12,15,3,33,21,17,11,2,12,3,3,1,15,2,4,1,4,3,3,3,25,22,2,28,5,19,1,7,11,4,2,5,39,44,5,3,18,21,4,21,16,3,3,15,4,11,45,26,24,2,5,2,5,12,3,26,12,2,13,7,2,28,12,5,6,3,6,11,24,23,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,3,7,3,49,2,34,4,43,3,34,22,41,2,3,3,33,2,28,3,28,30,12,39,26,6,6,2,14,3,4,1,43,2,4,4,23,3,23,2,28,2,1,3,16,41,6,4,16,6,1,2,26,6,2,28,1,3,6,14,2,34,17,4,3,4,4,43,2,6,5,6,3,4,6,2,10,6,1,22,2,6,5,8,3,11,7,2,14,17,4,39,30,26,6,3,14,45,6,2,3,14,6,11,2,6,16,1,22,14,4,21,2,3,3,7,2,22,6,4,21,11,2,9,2,17,8,4,6,2,22,3,3,3,4,6,6,2,14,16,3,33,17,4,2,6,4,3,3,1,3,3,2,39,2,18,26,3,2,14,22,26,6,2,2,23,2,17,4,6,9,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,47,4,3,1,6,3,44,2,39,11,49,2,14,6,6,5,6,5,1,38,6,1,29,2,13,6,4,16,44,13,6,4,7,5,2,2,3,1,47,6,5,2,11,2,37,3,6,5,3,3,1,2,28,5,4,4,3,3,1,6,2,17,1,2,2,9,15,47,22,22,37,37,5,3,13,7,5,8,1,15,6,40,2,10,8,1,2,28,5,13,6,5,6,14,6,4,7,49,1,2,8,6,3,6,3,1,6,13,7,5,9,39,3,9,39,3,1,9,18,6,5,14,4,23,2,5,3,3,1,9,46,6,3,3,1,4,6,16,6,5,45,2,3,6,7,11,49,1,3,47,22,6,5,7,11,5,1,6,2,22,7,7,5,1,6,6,2,15,11,3,1,46,11,6,1,11,7,1,2,10,15,23,1,23,7,2,9,18,3,31,6,9,2,6,4,6,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,13,7,3,7,3,4,7,2,13,4,3,23,7,2,6,2,3,3,37,37,3,14,13,6,14,47,3,2,13,7,3,7,2,3,37,3,2,2,15,17,4,2,26,7,23,2,28,5,13,5,3,3,1,2,28,14,13,38,3,37,3,26,3,15,17,4,2,15,26,6,2,2,17,4,6,2,15,17,4,3,22,4,6,17,4,47,37,2,30,15,1,3,1,3,3,3,3,3,2,26,24,15,6,5,23,45,3,45,2,15,4,4,3,4,2,15,3,17,3,3,1,2,3,6,5,2,13,4,14,3,4,22,3,4,22,38,49,7,14,26,6,2,2,3,11,22,3,11,3,2,13,17,7,3,38,6,22,13,7,3,3,34,47,37,2,13,26,6,5,3,3,23,3,3,3,47,3,47,3,47,6,3,26,6,5,3,26,2,2,3,3,38,3,3,3,26,37,21,17,2,38,30,15,23,23,26,6,14,37,2,3,38,5,6,49,3,49,6,5,6,2,10,15,7,38,5,6,1,1,39,22,4,26,6,5,3,3,1,3,1,4,1,2,38,5,6,5,26,6,5,3,5,26,6,5,2,38,5,6,5,26,6,5,3,1,38,5,6,4,3,3,1,2,3,30,38,39,6,26,6,5,26,6,5,2,38,6,11,3,3,1,6,5,6,2,2,4,3,6,49,6,5,37,2,6,5,5,4,6,4,2,3,26,3,38,30,4,22,4,26,6,5,1,3,5,7,6,5,3,26,6,5,1,2,13,23,6,1,5,8,36,2,28,13,1,30,3,4,11,6,5,1,3,1,47,6,5,1,45,3,1,4,6,5,30,26,6,2,2,3,14,5,3,6,1,6,11,2,3,42,26,24,7,5,6,3,6,4,7,2,26,6,11,6,3,6,4,6,2,7,5,1,3,1,3,3,3,1,2,28,3,3,14,13,13,4,6,5,45,36,26,24,3,2,6,5,4,6,3,1,3,5,1,43,2,6,5,7,26,30,15,7,3,14,13,23,7,23,7,2,13,7,3,34,22,3,18,5,3,47,29,2,13,17,4,14,6,14,13,3,13,2,11,6,39,4,26,45,6,5,26,24,4,7,5,14,6,11,2,15,49,3,7,5,49,13,5,23,7,5
nor,12,4,6,7,3,12,2,3,12,5,29,23,3,49,2,6,39,49,49,3,7,1,11,6,2,5,3,25,22,14,13,3,1,22,13,36,4,4,2,3,9,2,22,2,3,22,2,49,9,7,16,3,7,3,18,9,21,23,30,14,6,2,2,28,5,44,47,7,36,2,12,7,16,6,14,22,2,3,22,4,3,9,22,22,26,6,9,26,6,3,1,4,3,3,14,9,15,2,6,5,26,3,15,16,14,1,2,14,30,6,2,30,23,2,26,9,37,26,14,2,5,6,5,3,16,5,3,14,13,7,4,26,6,2,1,15,2,3,9,23,18,17,22,26,6,3,33,5,8,14,3,1,37,6,14,8,2,13,6,18,21,3,14,2,10,14,13,6,1,2,10,37,15,1,2,9,3,9,18,8,36,16,2,3,9,18,4,26,26,6,5,3,1,2,9,4,1,8,3,9,18,7,5,2,7,4,1,3,2,15,6,5,6,1,4,1,6,2,13,4,22,23,22,26,3,3,29,23,2,13,17,23,4,6,5,14,13,6,14,7,13,7,7,44,16,7,2,15,7,11,2,7,11,3,8,5,6,2,3,23,3,2,7,16,4,26,6,1,2,3,12,3,3,1,30,2,9,1,14,45,3,17,2,13,1,2,30,12,42,15,2,15,17,26,4,46,2,9,36,4,16,3,9,18,6,9,3,8,5,30,1,2,18,9,8,5,40,2,30,12,5,1,2,28,9,13,6,5,7,2,21,17,39,6,1,4,7,2,9,4,5,5,31,3,9,7,3,1,26,6,2,9,3,13,4,9,37,18,7,3,8,3,1,8,1,2,3,12,18,17,1,4,6,1,12,26,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
