x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499,x500
nor,28,50,6,1,7,22,3,1,48,6,114,34,4,2,13,515,266,212,5,6,22,3,1,54,51,193,6,5,2,245,3,6,50,5,338,4,67,6,5,6,2,3,21,154,67,6,5,7,306,51,2,338,3,4,67,4,217,4,468,1,321,368,6,15,22,6,1,15,22,11,2,193,220,4,468,50,3,277,37,480,4,120,21,25,35,2,3,25,25,3,279,15,338,98,3,98,7,15,266,21,386,338,4,457,423,2,22,3,32,73,42,39,3,4,6,1,35,86,6,412,2,184,3,78,14,3,11,405,83,3,102,13,2,64,22,65,190,3,3,1,127,2,6,55,3,181,1,4,45,2,55,1,3,3,1,25,25,2,28,13,6,2,15,50,6,5,29,1,3,15,14,112,6,1,16,6,3,385,29,2,245,7,3,86,14,6,121,11,186,6,127,5,2,13,193,11,3,14,12,217,4,6,2,14,29,429,14,1,29,1,2,25,6,69,48,22,14,4,29,4,54,15,50,60,74,4,19,60,1,4,3,11,6,206,5,29,2,56,6,119,478,3,368,334,29,95,489,22,1,467,5,8,2,53,5,1,277,4,7,35,9,467,4,6,46,2,28,114,11,6,2,3,86,19,67,473,16,5,3,33,7,277,107,46,32,2,6,229,3,6,5,3,277,17,212,2,28,50,15,9,37,338,5,48,15,6,338,17,25,7,5,2,63,46,297,17,37,6,114,3,17,35,57,1,121,4,60,4,2,13,184,6,11,144,13,6,190,7,5,6,2,386,46,50,3,16,22,2,28,13,15,14,129,182,78,22,1,6,119,478,4,2,128,13,6,74,8,5,127,64,2,3,25,6,3,15,13,184,21,13,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,4,83,3,3,1,129,304,2,184,26,386,22,83,6,129,7,363,127,3,129,386,212,34,2,64,48,22,2,3,515,6,13,2,28,3,35,112,392,3,154,37,288,11,2,28,64,473,15,5,6,13,48,2,3,25,1,3,37,467,186,6,2,13,4,22,6,304,2,245,7,3,4,193,2,28,5,6,2,3,13,34,11,2,4,6,2,5,6,304,6,13,17,368,2,13,129,190,3,16,43,22,6,102,3,14,4,186,3,3,3,1,2,5,6,15,2,28,3,6,98,3,98,15,67,4,1,15,69,19,67,4,69,3,4,1,6,386,2,3,21,4,4,3,4,3,32,4,35,54,60,2,3,19,67,51,3,193,15,87,2,277,386,4,221,48,7,83,37,4,45,2,193,6,392,2,28,392,6,5,6,5,35,6,392,13,4,7,85,2,13,16,6,2,13,6,15,6,59,17,67,4,98,50,55,32,304,392,2,98,64,2,392,392,3,54,15,64,2,392,277,193,15,2,64,48,40,2,3,73,14,2,51,15,6,14,2,277,386,73,22,15,11,6,2,21,13,4,11,117,5,6,304,3,311,386,2,63,3,212,392,3,22,154,11,117,2,212,13,515,6,7,363,2,15,338,4,15,6,392,17,3,6,5,6,3,2,3,39,3,15,6,91,277,6,2,72,6,3,107,6,13,420,368,2,3,9,121,150,4,401,212,2,3,6,4,15,2,3,6,37,27,1,109,311,27,11,6,462,113,195,74,4,6,363,2,72,9,57,4,401,515,13,6,5,3,9,121,150,4,2,3,22,7,3,6,7,392,15,40,2,28,392,7,5,515,1,51,51,15,2,1,474,3,5,3,14,17,2,28,190,22,311,386,3,51,3,14,505,2,260,363,379,13,380,13,80,4,41,86,14,2,128,13,6,2,128,13,51,6,392,13,2,56,2,3,6,2,2,299,25,7,51,4,6,462,2,415,67,50,212,392,2,1,37,25,117,124,11,2,338,17,7,22,6,2,13,144,15,504,5,37,288,11,504,3,6,2,3,152,123,22,32,2,123,22,3,1,6,13,17,392,2,15,7,5,3,17,3,1,212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,21,22,5,2,368,21,22,2,21,299,6,170,2,14,93,51,105,22,2,86,6,114,190,13,7,122,2,28,306,190,27,27,2,14,129,7,22,7,102,5,29,2,63,86,14,51,2,56,7,306,55,1,6,3,5,93,451,13,98,7,122,98,22,65,274,2,28,7,51,3,457,7,15,74,2,28,13,226,144,21,338,2,56,3,50,6,5,6,2,2,1,129,7,6,112,6,3,5,93,25,98,7,122,2,98,50,6,22,6,119,478,83,8,83,13,21,7,122,467,5,83,17,7,11,6,2,28,5,93,6,102,7,3,1,15,4,67,2,63,212,13,190,6,3,22,303,3,14,5,29,42,451,13,7,122,1,451,15,14,50,6,2,128,55,2,28,51,3,3,4,217,2,98,128,386,21,338,3,386,8,384,338,4,67,3,98,3,42,22,6,2,98,63,6,31,7,3,16,40,5,504,55,2,98,3,1,108,22,392,3,6,166,368,117,55,37,284,2,28,59,67,506,3,2,98,17,191,13,6,14,16,7,50,6,2,72,21,338,3,1,338,3,1,212,338,22,462,3,277,67,3,98,2,28,5,3,42,338,22,55,46,22,3,3,467,22,469,2,28,2,28,4,17,3,1,15,64,4,26,16,6,2,63,64,473,68,469,2,98,3,195,7,3,37,15,35,6,338,3,1,6,122,3,98,2,3,17,3,6,5,3,2,28,22,3,3,3,4,6,5,1,212,25,2,1,34,3,3,6,320,64,2,98,28,64,74,11,54,243,3,86,152,5,21,25,2,129,6,74,21,13,2,10,37,7,243,74,4,3,41,6,320,13,17,2,13,3,98,2,98,184,64,6,457,1,6,3,54,12,15,21,19,74,2,98,2,28,3,22,2,3,42,22,6,3,21,4,392,64,2,98,55,6,401,22,6,3,15,4,40,34,368,6,1,6,29,1,6,1,6,15,14,22,5,6,3,98,2,4,150,7,5,2,4,401,15,2,98,28,379,13,54,6,29,3,15,6,338,7,3,98,3,98,15,27,68,3,152,27,338,3,15,6,22,7,1,62,278,3,2,98,22,13,3,3,7,5,48,2,64,7,185,4,6,274,190,98,306,2,98,28,5,98,6,1,3,9,6,15,3
nor,278,13,7,278,2,28,5,12,333,13,92,21,13,364,2,6,5,6,4,50,3,3,3,222,1,8,3,7,15,8,98,462,98,13,46,3,8,353,4,4,15,2,56,6,482,5,6,22,50,3,3,5,11,6,22,1,1,3,109,2,502,338,467,50,7,22,3,98,10,14,40,2,98,28,5,6,22,3,3,3,3,1,2,245,7,22,3,64,6,362,5,22,3,4,5,6,117,22,6,482,5,6,22,2,374,54,22,15,21,7,98,98,5,39,83,21,32,5,15,19,4,7,46,454,5,7,3,222,32,13,83,28,6,4,3,4,6,5,1,2,51,6,7,3,22,515,338,25,46,5,2,107,3,1,146,22,5,39,2,3,338,6,22,5,3,339,25,98,11,98,1,98,11,98,2,63,212,5,64,78,4,3,184,6,21,4,374,83,245,3,98,15,54,78,29,368,1,515,2,98,21,13,6,5,46,22,7,1,312,15,22,6,3,16,5,3,1,109,2,21,13,6,15,515,98,457,98,13,1,2,128,13,2,64,55,48,3,15,298,3,22,1,3,1,1,22,6,5,2,28,374,338,22,6,11,7,489,32,3,1,107,6,166,1,6,146,50,2,28,107,182,338,190,10,11,429,515,368,83,3,98,12,6,83,83,83,278,20,260,86,123,20,98,3,278,297,2,63,55,6,50,146,3,21,4,6,21,13,4,12,3,6,69,4,515,32,321,50,6,6,5,278,2,13,427,15,429,150,48,6,4,6,22,1,2,3,3,33,17,25,2,3,6,19,193,2,17,4,6,22,3,22,6,5,6,22,6,3,298,7,22,6,5,2,6,4,67,3,107,3,13,92,9,4,69,405,50,7,98,98,2,22,3,3,3,3,1,266,6,166,3,140,6,5,146,9,2,5,73,14,16,6,5,3,6,5,6,5,3,16,15,21,64,7,5,60,2,13,7,5,86,1,73,86,333,3,6,5,1,387,6,206,22,60,2,63,21,13,25,427,86,37,33,4,123,16,2,6,3,294,22,3,6,5,6,5,374,40,182,4,45,2,491,13,5,7,7,502,15,98,11,2,98,56,3,13,46,55,7,190,98,20,17,18,20,98,3,22,3,13,40,182,6,5,6,1,2,491,399,6
nor,338,4,6,22,6,3,6,5,2,56,51,7,97,3,4,515,21,338,386,4,67,1,515,11,6,16,2,21,4,3,3,22,7,6,331,5,1,2,154,17,5,3,51,73,16,4,39,22,74,2,56,3,338,5,7,167,16,3,46,3,4,7,2,3,377,13,515,4,451,190,27,338,7,27,22,4,46,3,338,4,22,2,338,17,7,181,261,107,3,2,98,7,3,7,3,98,2,98,338,7,2,98,429,4,16,405,2,98,4,108,1,77,284,4,3,98,2,98,338,183,2,338,6,2,28,74,338,16,81,338,7,12,92,14,2,92,4,16,81,3,92,4,16,6,2,98,63,6,17,386,43,26,2,28,83,7,98,3,98,2,7,1,5,6,3,98,190,1,98,21,98,15,338,105,7,278,98,306,32,368,2,98,28,15,192,338,41,338,17,4,6,109,5,3,6,5,3,98,2,3,3,15,7,42,386,6,5,148,6,2,98,11,4,123,118,3,98,2,3,3,129,2,51,2,451,184,3,33,3,98,2,98,15,17,333,2,98,28,15,285,467,13,5,15,3,98,2,4,217,261,2,98,63,473,469,68,3,98,2,22,3,3,4,217,261,2,15,7,2,63,467,7,339,3,2,98,3,98,2,13,11,2,98,5,380,429,3,98,2,13,11,6,3,42,4,217,46,2,98,6,69,42,144,3,98,2,98,64,6,172,134,2,98,6,283,5,7,278,16,22,2,6,4,4,2,128,415,67,7,1,278,3,2,98,57,4,123,22,7,102,3,17,46,102,3,98,2,98,57,81,4,123,1,217,46,2,98,98,35,338,4,3,7,181,515,13,6,5,83,98,3,6,3,15,64,4,368,51,42,45,32,73,42,42,21,467,50,2,98,3,98,3,98,15,504,81,14,22,2,98,338,22,22,457,51,22,515,7,7,98,2,98,491,3,1,7,303,5,22,263,11,55,3,7,50,5,2,6,11,6,5,1,100,212,13,98,4,6,2,2,98,3,22,64,4,2,13,7,1,306,13,5,117,22,6,303,3,7,2,4,415,67,5,25,3,42,2,98,7,181,3,33,51,40,15,3,98,2,59,3,5,16,3,2,98,260,5,2,98,3,13,35,338,4,22,83,144,2,338,6
nor,13,6,379,15,1,19,67,4,29,50,6,5,60,1,15,14,4,43,2,1,37,25,32,5,43,22,5,1,3,1,193,288,2,13,7,11,29,3,25,80,1,5,6,5,112,196,2,29,15,368,1,13,129,1,15,80,59,4,67,2,467,15,504,19,4,1,6,85,117,69,2,56,7,6,51,6,100,13,7,1,46,3,55,65,2,128,64,1,11,3,25,25,92,9,4,109,2,98,64,7,13,22,6,98,3,511,22,60,50,6,1,2,63,6,15,25,25,7,494,25,7,5,3,98,21,13,6,3,3,15,6,5,51,11,78,5,73,5,6,2,98,56,3,69,5,73,267,5,64,22,6,5,3,16,288,1,4,6,2,6,22,3,193,17,427,49,3,4,6,5,13,3,13,7,16,78,22,7,5,15,64,78,2,5,504,37,3,211,1,48,60,3,33,383,37,4,5,504,2,64,4,3,193,98,98,190,457,6,5,51,7,90,5,457,6,2,267,5,16,267,5,255,1,383,2,56,4,4,457,1,211,2,56,1,4,183,363,11,3,6,1,6,2,245,64,22,3,255,474,1,7,5,16,6,5,2,56,3,22,16,1,5,5,6,5,6,3,1,6,2,245,306,3,3,1,3,368,98,98,4,3,1,504,78,4,6,22,1,422,5,29,86,25,4,401,1,6,248,2,5,13,6,5,5,2,4,15,98,98,3,113,67,7,11,6,2,6,114,34,86,4,5,393,1,4,2,13,7,183,5,368,1,3,22,41,6,5,1,14,2,3,3,28,3,111,3,56,98,6,5,98,3,1,6,306,3,13,46,22,1,2,51,6,6,5,22,22,1,15,98,51,117,7,3,3,374,1,37,22,2,28,66,121,4,3,22,249,1,16,146,2,98,1,22,69,102,19,67,25,7,11,6,5,288,2,13,69,184,54,2,56,3,3,6,5,22,6,11,175,467,22,6,7,3,368,92,21,338,11,4,4,35,13,22,6,244,1,35,13,2,56,3,22,3,25,511,3,64,7,22,1,186,1,3,22,265,5,6,22,6,2,22,3,22,46,5,7,46,316,5,2,56,3,6,338,4,6,5,6,2,28,13,46,3,3,3,64,5,6,2,28,64,4,212,15,67,22,2,64,2
nor,28,114,5,15,37,243,50,6,13,144,4,6,5,3,25,2,298,6,7,105,22,6,5,22,6,5,46,2,27,5,27,24,69,5,6,42,48,6,5,6,24,2,3,11,3,4,6,4,36,16,2,28,22,6,1,22,15,34,1,368,60,2,28,3,5,3,25,6,2,21,13,15,6,4,6,2,17,8,15,13,50,6,83,27,4,2,13,212,17,6,502,15,31,1,13,16,8,24,3,15,64,324,31,457,40,1,40,83,27,28,5,212,3,21,13,3,4,2,22,6,3,7,3,7,5,2,3,6,42,6,55,4,2,11,271,16,316,5,2,3,42,6,5,7,16,7,5,3,50,15,190,27,338,4,3,1,54,3,54,1,54,22,40,15,16,6,460,457,42,24,1,3,3,4,6,5,278,2,27,24,15,296,338,55,134,73,42,24,338,69,15,261,4,6,5,379,22,6,2,7,65,15,17,401,25,55,367,2,25,6,5,6,2,21,338,3,271,3,15,6,25,7,29,55,6,16,7,424,190,4,6,1,4,6,2,1,46,69,2,25,25,4,67,2,28,3,21,338,50,6,5,6,6,3,4,7,5,15,338,17,54,51,6,5,489,190,27,12,6,3,4,21,67,3,12,37,45,3,12,14,4,60,2,27,3,25,6,5,3,2,3,21,13,5,127,32,45,4,3,64,299,2,27,55,6,34,5,51,6,5,6,1,4,2,28,15,6,338,55,7,3,5,515,6,5,6,2,25,22,46,32,3,54,73,42,4,6,5,6,7,5,1,15,154,67,5,24,25,6,16,60,24,22,2,3,3,338,2,72,3,3,19,120,12,1,43,22,18,2,27,7,5,7,5,515,338,6,5,46,32,83,21,338,15,6,1,4,299,1,3,338,11,212,3,54,77,4,3,15,17,51,46,193,1,190,6,4,6,5,6,2,15,7,6,5,6,59,37,4,6,15,338,6,5,83,21,338,3,7,5,3,51,6,4,6,5,3,15,7,5,77,4,67,11,2,22,32,22,6,5,3,6,338,25,6,5,134,6,55,6,5,2,28,367,112,6,5,1,25,7,2,28,5,34,2,92,7,42,1,37,51,4,338,3,5,3,7,122,11,1,4,99,1,21,1,4,48,192,386,7
nor,3,28,23,12,5,13,46,23,12,5,2,421,14,2,56,18,102,12,129,12,3,4,18,474,3,33,144,12,14,2,279,3,3,32,2,23,103,368,5,15,3,22,23,12,14,2,421,415,4,3,3,1,34,12,2,421,18,41,7,5,22,23,2,3,12,415,18,12,48,6,5,212,5,6,32,12,2,5,18,306,415,67,46,4,51,6,5,212,3,4,6,15,6,5,18,64,12,4,2,128,34,4,3,12,3,212,1,117,3,33,15,12,415,1,12,415,446,4,298,21,2,248,415,368,12,2,35,50,1,32,1,43,193,3,12,2,415,18,64,55,1,301,2,56,12,281,12,3,12,26,2,29,415,17,4,12,5,6,3,18,2,1,43,415,120,12,1,457,1,457,41,86,14,4,98,2,98,421,415,67,1,415,4,513,3,98,63,468,12,2,98,40,504,3,26,17,67,5,18,474,2,241,18,45,2,245,25,12,19,3,504,55,6,109,86,281,4,2,44,93,415,451,12,14,100,3,33,26,17,11,212,2,421,415,67,12,3,108,3,1,14,100,2,421,415,67,4,1,415,230,57,4,3,98,3,3,20,98,152,152,193,21,2,28,5,18,1,222,7,11,93,4,100,2,416,5,37,46,5,3,98,72,19,26,54,107,447,64,4,26,16,192,3,3,100,14,4,67,11,60,22,23,98,2,5,2,5,12,3,51,22,12,2,298,146,13,7,2,28,12,5,6,3,6,11,23,25,7,2,333,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,124,3,7,3,338,50,2,35,277,4,39,3,35,21,277,36,2,3,98,54,3,33,2,98,28,261,338,3,98,28,29,12,37,22,6,6,2,98,15,338,3,54,338,4,1,39,2,128,4,4,25,3,25,271,2,28,2,193,1,3,16,36,51,6,338,4,16,6,1,2,338,55,92,22,6,2,28,1,3,6,15,338,2,35,338,17,4,3,4,67,489,4,39,2,6,5,6,3,4,368,6,2,10,368,6,1,92,21,338,54,2,56,6,5,8,3,11,7,2,98,421,515,83,98,15,17,4,37,98,29,98,22,6,3,279,15,98,60,98,6,2,338,3,15,321,6,338,354,467,11,2,6,16,1,473,21,15,338,4,26,147,2,182,338,3,3,193,7,2,21,386,6,338,4,26,515,338,96,11,2,9,277,115,2,17,57,8,4,6,2,245,21,467,3,405,3,3,77,4,6,6,2,15,16,3,33,17,4,2,69,6,4,3,3,1,3,98,212,83,98,3,98,2,37,2,19,451,83,98,68,22,3,2,15,64,51,21,377,22,6,2,2,25,2,17,4,6,9,261,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,48,57,4,3,1,6,3,98,46,2,98,37,383,11,50,2,86,178,15,6,91,6,5,6,5,1,41,6,231,1,32,100,2,63,13,212,6,96,74,4,16,46,83,13,6,4,7,5,2,2,3,1,48,6,5,2,11,2,40,3,6,5,3,3,1,93,2,28,5,277,4,4,3,3,1,6,102,2,471,17,1,51,2,2,339,9,14,48,21,83,297,21,40,83,40,5,3,13,7,5,8,1,54,14,6,43,2,10,8,1,2,28,5,299,212,13,6,5,6,15,265,6,74,4,7,50,1,2,8,6,124,3,6,3,1,6,13,7,5,368,9,37,51,3,515,9,37,298,3,1,92,9,19,134,6,5,15,4,327,25,504,2,5,51,249,3,3,1,9,59,98,98,45,55,6,211,3,3,1,86,4,6,66,16,6,5,60,2,3,212,154,6,7,11,50,1,3,48,21,6,5,7,11,5,1,6,2,21,7,7,5,1,6,6,2,14,109,11,504,3,1,45,11,368,6,1,11,7,1,2,10,14,51,25,132,1,25,7,312,2,9,19,274,3,415,31,55,6,9,327,274,2,56,504,6,4,6,59,17,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,98,98,13,7,324,3,7,3,4,7,2,128,13,4,3,25,7,2,260,277,6,2,3,380,3,40,40,3,15,13,6,15,48,182,3,230,54,2,98,98,13,7,393,3,7,2,117,3,40,3,2,86,152,2,86,152,109,14,17,4,67,2,22,7,65,25,2,28,5,98,98,13,69,5,3,3,1,2,28,15,13,41,3,98,40,3,98,22,212,65,3,14,182,17,4,2,14,182,22,6,2,2,17,4,6,2,14,182,17,4,3,287,55,21,4,6,17,4,48,40,2,29,14,182,1,3,1,3,3,3,3,3,2,22,23,14,6,5,146,25,60,3,60,117,2,14,4,67,68,4,124,3,4,67,124,2,14,3,17,55,3,55,304,3,55,392,1,2,124,109,117,3,6,324,5,2,128,13,4,15,98,3,98,4,21,467,3,4,378,21,41,212,65,50,7,15,22,6,2,2,3,11,21,3,11,78,3,152,2,98,98,13,17,7,3,41,6,21,13,51,7,324,3,3,35,48,40,2,13,22,6,5,190,339,3,339,3,98,25,98,3,3,339,3,117,48,284,339,3,117,48,3,48,6,3,22,6,5,3,22,97,2,117,2,98,3,98,107,3,41,3,274,3,377,3,22,40,504,26,17,2,41,29,14,25,25,278,22,6,15,98,40,2,98,56,3,41,5,6,50,212,102,338,3,50,6,183,5,6,312,338,2,10,14,7,41,5,6,1,1,37,368,515,21,4,22,6,5,3,3,1,3,51,1,4,1,2,41,5,6,5,22,6,5,3,5,22,6,5,2,41,5,6,5,278,22,6,5,3,1,41,5,6,4,3,300,3,222,1,2,3,29,41,37,6,102,22,6,5,339,117,22,6,5,2,41,6,11,3,320,3,1,6,5,6,2,2,64,4,3,6,50,6,5,40,2,6,5,5,117,4,6,4,117,2,3,22,3,41,29,4,515,21,4,67,22,6,5,1,3,5,105,7,278,186,6,5,98,3,98,22,6,5,374,1,146,2,98,98,13,25,6,1,146,5,8,34,2,28,146,13,374,1,29,3,4,506,11,6,5,55,1,3,254,1,81,48,6,5,1,60,3,1,177,175,4,6,5,29,22,6,2,2,3,15,5,3,64,6,98
nor,72,12,57,4,120,6,7,385,3,12,115,368,2,3,271,12,5,32,212,25,3,344,50,2,6,37,212,50,339,342,50,190,100,3,7,196,368,55,1,11,6,55,2,245,5,212,3,471,20,56,21,15,13,3,1,21,13,34,4,115,4,51,212,2,3,9,113,2,101,21,2,3,21,55,2,184,50,144,279,9,59,115,368,83,7,16,3,7,3,19,9,26,25,132,83,29,15,6,114,2,338,2,28,5,46,69,48,7,34,469,2,12,91,7,122,16,6,114,15,21,2,3,21,4,3,9,91,21,55,368,21,22,6,114,429,182,9,217,68,22,6,3,323,1,4,376,3,230,3,15,9,14,2,6,5,22,3,14,16,15,344,98,98,1,98,2,98,15,29,298,6,2,212,29,152,401,25,2,63,22,9,40,22,15,2,416,5,354,298,6,5,3,16,5,3,15,13,182,7,4,68,186,22,6,114,74,2,1,488,14,129,182,2,3,9,25,132,19,17,55,21,22,6,3,33,55,387,5,8,15,3,1,40,6,109,15,8,479,2,13,6,98,19,26,3,98,508,15,2,10,113,15,13,112,6,317,1,100,222,2,10,40,14,1,2,9,212,3,9,19,115,8,34,16,2,3,9,19,446,4,22,22,6,5,151,3,1,120,306,2,245,9,446,4,401,1,91,8,151,3,9,19,95,317,7,5,2,7,74,4,163,1,306,3,508,2,14,6,5,6,488,1,4,91,1,278,51,6,2,128,13,4,401,21,68,25,21,22,3,3,32,25,2,128,13,17,25,4,401,6,5,15,13,55,6,15,7,13,429,7,7,429,46,16,429,7,185,2,14,7,11,2,245,7,385,11,91,3,8,5,6,2,3,25,3,2,7,16,513,4,513,22,6,206,1,2,95,489,3,401,92,12,3,118,3,1,29,2,9,317,69,51,405,1,15,86,60,3,17,129,2,128,13,1,2,29,118,12,152,103,368,42,86,14,2,421,14,17,22,4,45,2,72,9,152,34,4,16,69,405,3,9,19,6,9,120,3,134,8,5,109,29,1,2,19,9,8,5,43,2,29,118,12,5,1,2,28,9,13,6,5,7,2,26,17,37,6,488,1,4,120,7,2,9,446,4,424,5,515,385
